관리기관명,경로당명,소재지,연락처,위도,경도
수영구,무학경로당,부산광역시 수영구 무학로34번길 9-1,051-759-5024,35.16102002,129.1176166
수영구,비치그린아파트경로당,부산광역시 수영구 광일로29번가길 34(비치그린),051-751-4236,35.16101158,129.1087368
수영구,상아아트빌경로당,부산광역시 수영구 광서로54(상아아파트),051-758-8488,35.16409109,129.1071211
수영구,광안메르빌아파트경로당,부산광역시 수영구 광일로70(광안메르빌아파트),,35.16329859,129.1060566
수영구,광안경로당,부산광역시 수영구 광일로29번나길 13-8,,35.15980343,129.1097521
수영구,광안아파트경로당,"부산광역시 수영구 수영로660번길 37(광안동, 광안) ",,35.16447027,129.1178395
수영구,광안금련경로당,"부산광역시 수영구 남천바다로9번길 52, 1층",051-755-4560,35.15195943,129.1129050
수영구,광안본동경로당,부산광역시 수영구 수영로594번길 50-3,,35.15822122,129.1161514
수영구,삼정그린코아경로당,부산광역시 수영로 수영로540번길 57(광안동삼정그린코아아파트),051-751-0389,35.17992800,129.0750910
수영구,태평양하이츠경로당,부산광역시 수영구 남천바다로21번길 51,051-753-7729,35.15143601,129.1139515
수영구,호암경로당,"부산광역시 수영구 남천바다로9번길 52, 2층",051-755-2340,35.15195943,129.1129050
수영구,SK뷰경로당,"부산광역시 수영구 광안로 12, 105동(광안동에스케이뷰)",051-900-8696,35.15621348,129.1139398
수영구,광안예가경로당,부산광역시 수영구 광안로 20(쌍용 예가 디 오션),,35.15600843,129.1146724
수영구,어방골경로당,부산광역시 수영구 남천바다로15번길 39,,35.15124430,129.1132355
수영구,광안더샵경로당,부산광역시 수영구 수영로 506,,35.15084404,129.1116716
수영구,광안부녀자율쉼터경로당,부산광역시 수영구 광안로35번길 79,051-757-9630,35.15904391,129.1168651
수영구,광삼경로당,부산광역시 수영구 망미번영로 9-4,051-751-2624,35.16863932,129.1075341
수영구,광삼중앙경로당,부산광역시 수영구 연수로396번길 18-1,051-751-6701,35.16808754,129.1116760
수영구,광안동일스위트경로당,부산광역시 수영구 망미번영로38번길 92(광안동일스위트아파트),051-751-3268,35.16807603,129.1129272
수영구,동락경로당,부산광역시 수영구 연수로386번길 17-1,051-754-7243,35.16851769,129.1109684
수영구,광안장수경로당,부산광역시 수영구 장대골로7번길 50-4,051-752-4122,35.15687357,129.1117537
수영구,금련경로당,부산광역시 수영구 장대골로57번가길 26-1,051-751-0987,35.15950673,129.1057308
수영구,협성경로당,부산광역시 수영구 장대골로19번길31(협성엠파이어아파트),051-902-3738,35.15759560,129.1116538
수영구,광안자이아파트경로당,부산광역시 수영구 호암로29번길 50(광안자이),,35.15536684,129.1099442
수영구,롯데캐슬아파트경로당,"부산광역시 수영구 광안해변로 386, 107동(롯데캐슬자이언트)",051-929-2932,35.15822187,129.1325713
수영구,만수경로당,"부산광역시 수영구 민락로14번길 42, 1층",051-751-1278,35.15811956,129.1232404
수영구,민락경로당,부산광역시 수영구 광안해변로255번길 25,051-754-2272,35.15615519,129.1212268
수영구,민안경로당,부산광역시 수영구 무학로63번길 72-4,051-751-8999,35.16428855,129.1199445
수영구,민락본동경로당,"부산광역시 수영구 민락본동로27번길 10, 2층",051-754-8698,35.15906747,129.1279292
수영구,민락본동부녀경로당,"부산광역시 수영구 민락본동로27번길 10, 1층",051-754-8698,35.15906747,129.1279292
수영구,민락횟촌경로당,부산광역시 수영구 민락본동로19번길 31-4,051-761-0051,35.15786692,129.1271443
수영구,백산경로당,"부산광역시 수영구 민락로14번길 42, 2층",051-758-8317,35.15811956,129.1232404
수영구,수영만아이파크경로당,"부산광역시 수영구 광안해변로 448, 102A동 3층(수영만 아이파크)",051-754-9901,35.16261437,129.1293832
수영구,일송정경로당,부산광역시 수영구 광안로 61번 나길 6-19,051-752-9912,35.15572322,129.1201782
수영구,진로비치경로당,부산광역시 수영구 광안해변로294번길 3(진로비치아파트),051-751-6477,35.15626428,129.1259807
수영구,민락푸르지오경로당,부산광역시 수영구 광안해변로 418(센텀푸르지오),051-757-4431,35.15998941,129.1315201
수영구,행운경로당,"부산광역시 수영구 광안해변로 277번길  33-18, 101호( 행운빌라)",051-752-1866,35.15725169,129.1235138
수영구,센텀포레경로당,부산광역시 수영구 수영로 776(더샵 센텀포레),051-757-8556,35.16652190,129.1221157
수영구,동방경로당,부산광역시 수영구 무학로64번길 11-3,051-757-8556,35.16084332,129.1211266
수영구,센텀동원경로당,부산광역시 수영구 수영로754(센텀비스타동원),,35.16724621,129.1207974
수영구,하이페리온경로당,부산광역시 수영구 광남로223번길 31(광안현대하이페리온),,35.16199772,129.1220315
사상구,삼락,부산광역시 사상구 낙동대로1530번길 5,051-302-8605,35.19434849,128.9854698
사상구,삼락강변,부산광역시 사상구 낙동대로1258번길 30,051-305-5963,35.17211333,128.9785265
사상구,삼락분회,부산광역시 사상구 삼덕로46번길 76-10,051-303-3668,35.17107671,128.9807536
사상구,삼락부녀,부산광역시 사상구 삼덕로46번길 76-10,051-305-6617,35.17107671,128.9807536
사상구,동양한신,부산광역시 사상구 운산로 25,051-303-2822,35.16977693,128.9798597
사상구,고동바위,부산광역시 사상구 백양대로907번다길 6,051-324-5933,35.18820665,128.9902927
사상구,곡상골,부산광역시 사상구 백양대로979번라길 28,051-316-1266,35.19252913,128.9908064
사상구,모라 삼정그린코아,부산광역시 사상구 백양대로934번길 20,051-316-0112,35.18889725,128.9929143
사상구,동원타운,부산광역시 사상구 백양대로 887-31,051-312-6058,35.18556516,128.9892395
사상구,리버빌,부산광역시 사상구 사상로 512,051-301-1863,35.19000896,128.9892495
사상구,모라본동,부산광역시 사상구 사상로481번길 30-1,051-304-9989,35.18798855,128.9860957
사상구,모라 할아버지,부산광역시 사상구 모라로 59-4,051-302-0208,35.18916268,128.9880204
사상구,모라할머니,부산광역시 사상구 모라로 59-4,051-302-0953,35.18916268,128.9880204
사상구,모라무학,부산광역시 사상구 백양대로 846,051-325-6249,35.18193676,128.9887233
사상구,모라벽산,부산광역시 사상구 백양대로934번길 84,051-987-0358,35.19168182,128.9941012
사상구,수강,부산광역시 사상구 백양대로950번나길 94,051-311-1361,35.19479483,128.9948090
사상구,우성,부산광역시 사상구 백양대로 906,051-325-2898,35.18847021,128.9922283
사상구,우성2차,부산광역시 사상구 백양대로934번길 52-30,051-311-6987,35.18979169,128.9948577
사상구,우신,부산광역시 사상구 백양대로 880,051-326-6791,35.18311465,128.9912848
사상구,유진,부산광역시 사상구 모라로 40,051-302-5795,35.19063081,128.9859519
사상구,창신,부산광역시 사상구 백양대로902번길 46,051-314-6667,35.18760685,128.9930852
사상구,학산그린타운,부산광역시 사상구 백양대로902번길 46,,35.18760685,128.9930852
사상구,한일,부산광역시 사상구 백양대로950번나길 14,051-311-7507,35.19098783,128.9929947
사상구,협성,부산광역시 사상구 백양대로950번나길 14,051-325-9819,35.19098783,128.9929947
사상구,화인타워,부산광역시 사상구 백양대로934번길 52-6,051-316-7830,35.18989814,128.9939696
사상구,구남역동원로얄듀크,부산광역시 사상구 백양대로934번길 94,,35.19273454,128.9943336
사상구,모라복지관,부산광역시 사상구 모라로110번길 129,051-303-6224,35.18494438,128.9978728
사상구,주공2단지,부산광역시 사상구 모라로110번길 88,051-301-6229,35.18275188,128.9937507
사상구,모라백양,부산광역시 사상구 모라로192번길 20-33,051-305-4693,35.18372431,128.9993511
사상구,주공4단지,부산광역시 사상구 모라로192번길 50,051-304-5521,35.18378717,129.0015587
사상구,강선대,부산광역시 사상구 강선로 43,051-978-5911,35.16872891,128.9868068
사상구,남영,부산광역시 사상구 백양대로 716,051-302-6723,35.17060508,128.9888604
사상구,신백양,부산광역시 사상구 백양대로703번길 37-8,051-978-5911,35.16879466,128.9875870
사상구,일동,부산광역시 사상구 사상로292번길 10,051-303-0595,35.17043511,128.9831719
사상구,덕포청구,부산광역시 사상구 백양대로700번길 23,051-982-0808,35.16971806,128.9904084
사상구,경동메르빌,부산광역시 사상구 덕상로 8-37,,35.17096384,128.9901820
사상구,덕암,부산광역시 사상구 백양대로762번길 17,051-304-0137,35.17490785,128.9895822
사상구,덕포2동,부산광역시 사상구 사상로386번길 42,051-302-4395,35.17855618,128.9876613
사상구,행복,부산광역시 사상구 사상로336번길 20,051-302-3547,35.17433240,128.9860952
사상구,벽산늘푸른,부산광역시 사상구 사상로342번길 21,051-304-3143,35.17557522,128.9862309
사상구,벽산블루밍,부산광역시 사상구 사상로342번길 20,051-996-3308,35.17483758,128.9860464
사상구,벽산하나로,부산광역시 사상구 덕상로 26-13,051-305-7596,35.17318207,128.9911860
사상구,부원파크,부산광역시 사상구 백양대로804번길 31,051-304-1237,35.18127967,128.9908124
사상구,신익,부산광역시 사상구 덕상로 20,051-304-3875,35.17261952,128.9894337
사상구,자유,부산광역시 사상구 백양대로 820,051-301-4211,35.18002554,128.9887550
사상구,충효정,부산광역시 사상구 덕상로 8-35,051-301-0693,35.17210308,128.9897568
사상구,사상강변동원,부산광역시 사상구 낙동대로1210번길 34,051-328-4169,35.16668135,128.9780991
사상구,괘내,부산광역시 사상구 백양대로646번나길 22,051-311-0028,35.16358921,128.9892254
사상구,괘법,부산광역시 사상구 사상로250번길 61-8,051-323-7584,35.16698816,128.9858307
사상구,괘법엘에이치,부산광역시 사상구 광장로21번길 66,051-902-6692,35.16680047,128.9800874
사상구,창날,부산광역시 사상구 광장로87번길 30,051-322-2344,35.16388971,128.9855408
사상구,괘법한신,부산광역시 사상구 낙동대로1210번길 53,051-322-5036,35.16794720,128.9809574
사상구,괘법2차한신,부산광역시 사상구 낙동대로1210번길 33,051-989-7442,35.16798577,128.9784221
사상구,협화,부산광역시 사상구 사상로250번길 71-8,051-316-8759,35.16663065,128.9865619
사상구,감동부인,부산광역시 사상구 사상로 127-8,051-316-1144,35.15753842,128.9884166
사상구,감전할아버지,부산광역시 사상구 새벽시장로56번길 16-4,051-315-1536,35.15462889,128.9793046
사상구,감전할머니,부산광역시 사상구 새벽시장로56번길 16-4,051-314-1160,35.15462889,128.9793046
사상구,감전중앙,부산광역시 사상구 새벽로168번길 51-14,051-325-4853,35.15609532,128.9863137
사상구,감전엘에이치,부산광역시 사상구 백양대로 539,051-315-7739,35.15538079,128.9943173
사상구,감전본동,부산광역시 사상구 백양대로561번길 30,051-324-2704,35.15683361,128.9919313
사상구,화목,부산광역시 사상구 새벽시장로103번길 14,051-313-8213,35.15507542,128.9853685
사상구,효성,부산광역시 사상구 사상로 130-3,051-323-0798,35.15814665,128.9889947
사상구,남양,부산광역시 사상구 백양대로455번길 7,051-317-5558,35.15231697,129.0018528
사상구,대성,부산광역시 사상구 양지로 3,051-311-5933,35.15296883,129.0047693
사상구,동일,부산광역시 사상구 양지로 47,051-315-5995,35.15359765,129.0028563
사상구,동일1차,부산광역시 사상구 백양대로494번길 10,051-992-2123,35.15388746,128.9994246
사상구,동일2차,부산광역시 사상구 양지로42번길 13,051-326-2726,35.15441456,129.0021749
사상구,주레백양,부산광역시 사상구 백양대로500번길 21,051-326-4086,35.15543803,128.9983131
사상구,신화,부산광역시 사상구 백양대로 515,051-326-4191,35.15444405,128.9953266
사상구,양백,부산광역시 사상구 양지로 18,051-316-7555,35.15408008,129.0044647
사상구,양지,부산광역시 사상구 양지로42번길 80-20,051-311-5665,35.15514463,129.0032705
사상구,온골,부산광역시 사상구 사상로38번길 34-6,051-323-3545,35.15339481,128.9968613
사상구,제일타워,부산광역시 사상구 백양대로506번길 15,051-989-3774,35.15513533,128.9967618
사상구,주레청구,부산광역시 사상구 백양대로494번길 38,051-994-4441,35.15524329,129.0011534
사상구,현대락천,부산광역시 사상구 양지로30번길 5,051-314-2954,35.15462578,129.0027921
사상구,경동리인,부산광역시 사상구 백양대로 526,051-316-9981,35.15579069,128.9959906
사상구,경동,부산광역시 사상구 냉정로 120,051-311-2442,35.14933747,129.0132629
사상구,록정,부산광역시 사상구 가야대로 326-11,051-311-9931,35.15032217,129.0086876
사상구,주례반도보라,부산광역시 사상구 백양대로 372-22,051-326-2915,35.15507207,129.0130597
사상구,선학,부산광역시 사상구 주감로 199-1,051-324-0216,35.15161927,129.0077159
사상구,엘지1단지,부산광역시 사상구 백양대로342번길 16,051-316-9019,35.15479725,129.0157343
사상구,엘지2단지,부산광역시 사상구 백양대로342번길 17,051-327-8026,35.15387499,129.0128473
사상구,유엔아이,부산광역시 사상구 백양대로 372-15,051-988-0203,35.15465474,129.0101461
사상구,일신,부산광역시 사상구 가야대로443번가길 82,051-311-1051,35.15290754,129.0164242
사상구,창우블루빌,부산광역시 사상구 주감로 207-6,051-317-4111,35.15208498,129.0091594
사상구,학산,부산광역시 사상구 주례로28번길 40,051-326-0815,35.14861312,129.0093360
사상구,학송,부산광역시 사상구 진사로28번길 26,051-317-5250,35.14908253,129.0146426
사상구,희망,부산광역시 사상구 주감로 257,070-8967-4230,35.15211653,129.0140108
사상구,한효,부산광역시 사상구 백양대로342번길 50,051-316-0255,35.15569213,129.0143626
사상구,주례2동,"부산광역시 사상구 주례로10번길 15, 5층",051-321-3346,35.15006435,129.0104185
사상구,무지개,부산광역시 사상구 주례로 101,051-323-6670,35.14617770,129.0052015
사상구,기호,부산광역시 사상구 주례로139번길 8,,35.14521255,129.0009316
사상구,엄광,부산광역시 사상구 주례로 138-3,051-322-9955,35.14619180,129.0013277
사상구,조양,부산광역시 사상구 냉정로 56,051-311-4312,35.14823869,129.0055890
사상구,주학,부산광역시 사상구 동주로 2,051-314-5848,35.14806238,128.9996715
사상구,해락정,부산광역시 사상구 가야대로284번길 12,051-328-7333,35.14874762,129.0029175
사상구,동주,부산광역시 사상구 가야대로318번길 72-8,051-316-3232,35.14746726,129.0073025
사상구,구덕극동,부산광역시 사상구 학감대로 62,051-326-7293,35.13875585,128.9935990
사상구,승학구덕대림,부산광역시 사상구 학감대로49번길 56,051-315-1179,35.13563541,128.9926942
사상구,구덕우성,부산광역시 사상구 학감대로 109-14,051-314-8779,35.14051443,128.9879910
사상구,구학,부산광역시 사상구 학감대로49번길 26,051-316-0261,35.13734096,128.9924626
사상구,극동,부산광역시 사상구 학감대로 109-39,051-316-4625,35.13940716,128.9878130
사상구,학장금강,부산광역시 사상구 대동로64번길 25,051-312-0993,35.13587492,128.9787834
사상구,학장도개공,부산광역시 사상구 학감대로49번길 28-70,051-317-9864,35.13865221,128.9897461
사상구,동양아파트,부산광역시 사상구 주례로 222,051-316-0331,35.14415353,128.9927100
사상구,학장목화,부산광역시 사상구 대동로 104-6,051-313-9236,35.13845770,128.9793082
사상구,학장무학,부산광역시 사상구 대동로 76,051-324-9493,35.13707152,128.9768335
사상구,학장반도보라,부산광역시 사상구 대동로 94,051-328-7623,35.13793392,128.9783143
사상구,학장벽산,부산광역시 사상구 학감대로 105-21,051-322-4494,35.13917749,128.9894453
사상구,붉은디,부산광역시 사상구 학장로236번길 9,051-326-8875,35.14455191,128.9924954
사상구,삼성1차,부산광역시 사상구 대동로 146-29,051-322-9987,35.14266217,128.9810486
사상구,삼성2차,부산광역시 사상구 학감대로123번길 75,051-989-8801,35.14049531,128.9837001
사상구,학장새밭,부산광역시 사상구 대동로159번길 109,051-317-4913,35.13942806,128.9785846
사상구,송림,부산광역시 사상구 학감대로123번길 65,051-325-5220,35.14013593,128.9857698
사상구,정남,부산광역시 사상구 대동로140번길 24,051-316-1416,35.13916198,128.9824989
사상구,청파,부산광역시 사상구 대동로 138,051-314-4700,35.13968009,128.9819674
사상구,학장본동,부산광역시 사상구 학감대로133번길 11,051-325-9131,35.14239597,128.9871798
사상구,학장그린코아,부산광역시 사상구 학감대로123번길 67,051-326-5030,35.14098924,128.9850339
사상구,낙동,부산광역시 사상구 엄궁로179번길 11,051-325-1620,35.12883809,128.9750454
사상구,대동,부산광역시 사상구 엄궁남로 43,,35.12392024,128.9734507
사상구,대림,부산광역시 사상구 엄궁로 154,051-325-5614,35.12893895,128.9781846
사상구,롯데캐슬,부산광역시 사상구 엄궁북로 62,051-317-0200,35.12780307,128.9748465
사상구,엄궁럭키,부산광역시 사상구 대동로 34-25,051-313-4560,35.13446875,128.9765500
사상구,무학다솜,부산광역시 사상구 대동로64번길 20,,35.13571053,128.9768173
사상구,삼성타워,부산광역시 사상구 대동로64번길 36,051-328-1486,35.13521841,128.9774807
사상구,엄궁동본동,부산광역시 사상구 엄궁북로4번가길 27,051-315-1133,35.12749355,128.9707393
사상구,신흥동백,부산광역시 사상구 엄궁로 172,051-326-0017,35.12950780,128.9758324
사상구,쌍용,부산광역시 사상구 엄궁로 100,051-961-9409,35.12503062,128.9766018
사상구,엄궁아파트,부산광역시 사상구 엄궁로 202,051-311-5023,35.13056641,128.9742211
사상구,지불,부산광역시 사상구 대동로 27-5,051-326-9264,35.13365422,128.9735996
사상구,코오롱,부산광역시 사상구 엄궁로 142,051-311-9392,35.12607161,128.9782929
사상구,한신1차,부산광역시 사상구 낙동대로 712-17,051-324-1310,35.12502612,128.9681865
사상구,한신2차,부산광역시 사상구 엄궁로 40,051-324-3888,35.12452232,128.9691900
기장군,기장주공1단지,"부산광역시 기장군 기장읍 대청로35번길 49,  1주공아파트상가 2층",051-722-3078,35.24049243,129.2141170
기장군,가화만사성,부산광역시 기장군 기장읍 차성동로 167-10,051-721-7861,35.25307830,129.2165245
기장군,교리1리 남자,부산광역시 기장군 기장읍 차성로 417번길 27  1층,051-723-0039,35.25661973,129.2157204
기장군,교리1리 여자,부산광역시 기장군 기장읍 차성로 417번길 27  1층,051-723-0039,35.25661973,129.2157204
기장군,교리2 남자,"부산광역시 기장군 기장읍 차성동로178번길 22, 원재아트빌 101호 1층",051-721-0192,35.25333558,129.2196161
기장군,교리2리 여자,"부산광역시 기장군 기장읍 차성동로178번길 22, 원재아트빌 101호 1층",051-723-2903,35.25333558,129.2196161
기장군,기장교리주공 남자,"부산광역시 기장군 기장읍 차성로397번길 7, 교리주공아파트 1층",051-724-6066,35.25387538,129.2134487
기장군,기장교리주공 여자,"부산광역시 기장군 기장읍 차성로397번길 7, 교리주공아파트 1층",051-722-1300,35.25387538,129.2134487
기장군,궁전 남자,부산광역시 기장군 기장읍 차성남로 13-6  3층,051-721-3303,35.24195867,129.2099199
기장군,궁전 여자,부산광역시 기장군 기장읍 차성남로 13-6  3층,051-746-4093,35.24195867,129.2099199
기장군,대라 남자,"부산광역시 기장군 기장읍 차성로288번길 9-1, 2층",051-721-1945,35.24334921,129.2141706
기장군,대라 여자,"부산광역시 기장군 기장읍 차성로288번길 9-1, 1층",051-721-7934,35.24334921,129.2141706
기장군,대라하이츠,부산광역시 기장군 기장읍 대청로 13(삼흥하이츠),051-722-4064,35.23817342,129.2161588
기장군,동부1리 남자,부산광역시 기장군 기장읍 읍내로 77번길 6  2층,051-724-2063,35.24549649,129.2130709
기장군,동부1리 여,부산광역시 기장군 기장읍 읍내로 77번길 6  1층,051-724-2235,35.24549649,129.2130709
기장군,동부2리 여자,부산광역시 기장군 기장읍 차성동로 142번길 12-1,051-724-0710,35.25017279,129.2186237
기장군,동부4 남,부산광역시 기장군 기장읍 차성동로 102번길 19  1층,051-721-0767,35.24683455,129.2180463
기장군,동부4 여,부산광역시 기장군 기장읍 차성동로 102번길 19  1층,051-721-0737,35.24683455,129.2180463
기장군,동산그린,"부산광역시 기장군 기장읍 차성동로 122번길 30, 동산그린타워 경로당건물",051-721-3454,35.24829868,129.2185517
기장군,동서마을 남,부산광역시 기장군 기장읍 동서길 89  1층,051-723-0016,35.25898885,129.1987224
기장군,동서마을 여자,부산광역시 기장군 기장읍 동서길 89  1층,051-721-1983,35.25898885,129.1987224
기장군,문화그린,"부산광역시 기장군 기장읍 차성로 417번길 21, 문화그린아파트",051-722-3797,35.25606782,129.2150308
기장군,사라 남자,부산광역시 기장군 기장읍 차성로 249번길 31  2층,051-721-4452,35.23933629,129.2116607
기장군,사라 여자,부산광역시 기장군 기장읍 차성로 249번길 31  1층,051-721-4451,35.23933629,129.2116607
기장군,사라3리 남자,부산광역시 기장군 기장읍 차성로 215번길3 서인골든빌라 7차   1층,051-959-3005,35.23658630,129.2126415
기장군,사라3리 여자,부산광역시 기장군 기장읍 차성로 215번길3 서인골든빌라 7차   1층,051-946-3131,35.23658630,129.2126415
기장군,서부 남자,부산광역시 기장군 기장읍 차성서로 130번길 25  2층,051-722-0049,35.24442099,129.2115606
기장군,서부 여자,부산광역시 기장군 기장읍 차성서로 130번길 25  1층,051-722-0049,35.24442099,129.2115606
기장군,서부주공 남자,"부산광역시 기장군 기장읍 차성서로 123, 서부주공 관리동 2층",051-723-1977,35.24468533,129.2094660
기장군,서부주공 여자,"부산광역시 기장군 기장읍 차성서로 123, 서부주공 관리동 2층",051-723-1080,35.24468533,129.2094660
기장군,성신목화 남자,"부산광역시 기장군 기장읍 차성로 442, 성신목화아파트  지하",051-721-6180,35.25477270,129.2183300
기장군,성신목화 여자,"부산광역시 기장군 기장읍 차성로 442, 성신목화아파트  지하",051-721-6180,35.25477270,129.2183300
기장군,원마1리,"부산광역시 기장군 기장읍 차성남로 23, 월가아델리스아파트",051-724-0021,35.24164334,129.2108051
기장군,원마2리 남자,부산광역시 기장군 기장읍 차성동로 25번길 24  2층,051-724-6161,35.24010365,129.2151329
기장군,원마2리 여자,부산광역시 기장군 기장읍 차성동로 25번길 24   1층,051-722-1109,35.24010365,129.2151329
기장군,이진스카이빌,"부산광역시 기장군 기장읍 차성서로158-12, 이진스카이빌 101-114",051-903-9809,35.24716436,129.2112389
기장군,이진캐스빌,부산광역시 기장군 기장읍 차성서로 51,051-923-3595,35.23777542,129.2100115
기장군,이진캐스빌골드,"부산광역시 기장군 기장읍 대청로 7, 이진캐스빌골드",051-921-6606,35.23867071,129.2106181
기장군,이진캐스빌블루1차 남자,"부산광역시 기장군 기장읍 차성로 461, 이진캐스빌블루1차 관리동 2층",051-722-4488,35.25713794,129.2188600
기장군,이진캐스빌블루1차 여자,"부산광역시 기장군 기장읍 차성로 461, 이진캐스빌블루1차 관리동 2층",051-722-4488,35.25713794,129.2188600
기장군,이진캐스빌블루2차,"부산광역시 기장군 기장읍 차성로 452, 이진캐스빌블루 2차",051-724-1324,35.25530502,129.2191732
기장군,이진테마빌,"부산광역시 기장군 기장읍 배산로8번길 51, 101동 109호 이진테마빌",051-724-3822,35.25105604,129.2096596
기장군,전원그린,"부산광역시 기장군 기장읍 차성동로154번길 28, 전원그린B동",051-722-0629,35.25276566,129.2189263
기장군,태영 남자,"부산광역시 기장군 기장읍 차성로 441번길 7, 태영아파트 관리동 1층",051-721-2555,35.25536906,129.2181851
기장군,태영 여자,"부산광역시 기장군 기장읍 차성로 441번길 7, 태영아파트 관리동 1층",051-722-7573,35.25536906,129.2181851
기장군,포스코더샵,"부산광역시 기장군 기장읍 차성동로 116번길 12, 포스코아파트 101-101",,35.24767639,129.2185863
기장군,한신 남자,"부산광역시 기장군 기장읍 차성로 344번길 13, 한신아파트 105동103호",051-921-1020,35.24870673,129.2156241
기장군,한신 여자,"부산광역시 기장군 기장읍 차성로 344번길 13, 한신아파트 105동104호",051-722-5054,35.24870673,129.2156241
기장군,교리5리 남자,"부산광역시 기장군 기장읍 차성동로 159-8, 101호(원남빌라)",,35.25208026,129.2162788
기장군,교리5리 여자,"부산광역시 기장군 기장읍 차성동로 159-8, 101호(원남빌라)",,35.25208026,129.2162788
기장군,공수 남자,부산광역시 기장군 기장읍 공수1길 18,051-911-2229,35.18340531,129.2117622
기장군,공수 여자,부산광역시 기장군 기장읍 공수1길 18,051-959-9700,35.18340531,129.2117622
기장군,내동,부산광역시 기장군 기장읍 내리길 146-39,051-721-3115,35.21810594,129.2002291
기장군,내리휴먼시아1단지남자,부산광역시 기장군 기장읍 소정안길 72-1,051-723-2181,35.20855851,129.2049537
기장군,내리휴먼시아1단지여자,"부산광역시 기장군 기장읍 소정안길 68, 휴먼시아1단지(110동 1층)",051-956-0880,35.20673304,129.2045203
기장군,동부산뜨란채,"부산광역시 기장군 기장읍 기장대로 67, 동부산뜨란채(관리동 1층)",,35.20390013,129.2056865
기장군,대변 남자,부산광역시 기장군 기장읍 기장해안로 600,051-911-2227,35.22635916,129.2301527
기장군,대변 여자,부산광역시 기장군 기장읍 기장해안로 605,051-721-3368,35.22477956,129.2303705
기장군,동암 남자,부산광역시 기장군 기장읍 동암3길 10,051-926-8660,35.19610285,129.2236784
기장군,동암 여자,부산광역시 기장군 기장읍 동암3길 10,051-927-8660,35.19610285,129.2236784
기장군,두호,부산광역시 기장군 기장읍 두호길 25-26,051-721-6218,35.24175493,129.2468219
기장군,두호 여자,부산광역시 기장군 기장읍 두호길 25-26,051-722-5002,35.24175493,129.2468219
기장군,무곡,부산광역시 기장군 기장읍 무곡길 4,051-721-7464,35.22721977,129.2118758
기장군,무양 남자,부산광역시 기장군 기장읍 무양2길 33 2층,051-721-6127,35.22686809,129.2253051
기장군,무양 여자,부산광역시 기장군 기장읍 무양2길 33 2층,051-721-6127,35.22686809,129.2253051
기장군,서암남자,부산광역시 기장군 기장읍 연화1길 47,051-949-3123,35.21449041,129.2228234
기장군,서암여자,부산광역시 기장군 기장읍 연화1길 47,051-949-3111,35.21449041,129.2228234
기장군,석산,부산광역시 기장군 기장읍 석산1길 15,051-722-2141,35.20556004,129.2100599
기장군,소정1리 남자,부산광역시 기장군 기장읍 소정안길 4-6,051-929-0041,35.20222835,129.2061120
기장군,소정1리 여자,부산광역시 기장군 기장읍 소정안길 4-6,051-721-0041,35.20222835,129.2061120
기장군,소정2리,부산광역시 기장군 기장읍 백동길 112,051-724-2959,35.19964431,129.2003854
기장군,신암 남자,부산광역시 기장군 기장읍 연화1길 185,051-722-0771,35.21828958,129.2277242
기장군,신암 여자,부산광역시 기장군 기장읍 연화1길 185,051-722-0771,35.21828958,129.2277242
기장군,신천,부산광역시 기장군 기장읍 마장터길 12,051-722-9242,35.24133010,129.2257866
기장군,양경,부산광역시 기장군 기장읍 당사로1길35,,35.18338595,129.2091928
기장군,오신,부산광역시 기장군 기장읍 내리1길 63,051-959-0770,35.21039353,129.2053323
기장군,우신네오빌 남자,"부산광역시 기장군 기장읍 청강로 76, 우신네오빌(관리동 1층)",051-924-4066,35.23841937,129.2230510
기장군,우신네오빌 여자,"부산광역시 기장군 기장읍 청강로 76, 우신네오빌(관리동 1층)",051-924-4066,35.23841937,129.2230510
기장군,원죽1구,부산광역시 기장군 기장읍 죽성로 238,051-721-1517,35.24456107,129.2421624
기장군,월전 남자,부산광역시 기장군 기장읍 기장해안로 940,051-724-6070,35.23854327,129.2427187
기장군,월전 여자,부산광역시 기장군 기장읍 기장해안로 940,,35.23854327,129.2427187
기장군,기장2주공 남자,"부산광역시 기장군 기장읍 청강로 6, 청강주공2단지(관리동 2층)",051-721-8818,35.23379240,129.2170931
기장군,기장2주공 여자,"부산광역시 기장군 기장읍 청강로 6, 청강주공2단지(관리동 2층)",051-721-0880,35.23379240,129.2170931
기장군,청강 남자,부산광역시 기장군 기장읍 대청로71번길 24(2층),051-957-2020,35.23842625,129.2187994
기장군,청강 여자,부산광역시 기장군 기장읍 대청로71번길 24(2층),051-721-1010,35.23842625,129.2187994
기장군,현대아파트 남,"부산광역시 기장군 기장읍 기장대로 563, 기장현대(경로당건물 2층)",051-721-0003,35.24535019,129.2204413
기장군,현대아파트 여,"부산광역시 기장군 기장읍 기장대로 563, 기장현대(경로당건물 1층)",051-722-3773,35.24535019,129.2204413
기장군,삼정그린코아,부산광역시 기장군 기장읍 기장대로 82-8(삼정그린코아경로당),,35.20405658,129.2071713
기장군,당사,부산광역시 기장군 기장읍 당사로8길 13,051-721-6622,35.18788589,129.2098854
기장군,가화일광타워 남자,"부산광역시 기장군 일광면 이천10길 37, 가화일광타워 101-101",051-927-0123,35.26934218,129.2348585
